conv_id,turno,fecha,hora,canal,texto_entrada,texto_salida,intencion_detectada,confianza_watson,sentimiento,csat_estimado,transaccion_realizada,resolucion,duracion_min,num_turnos_conv
CONV-0048,2,2024-10-07,04:34:00,Teléfono,"Sí, mis últimos 4 dígitos son 5145","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.89,positivo,4.1,Consulta de saldo,Resuelta,8,4
CONV-0048,3,2024-10-07,04:34:00,Teléfono,Mi fecha de nacimiento es 04/06/1984,"Perfecto, verificando información... Tu saldo disponible es $74,560.40 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.84,positivo,4.0,Consulta de saldo,Resuelta,8,4
CONV-0048,4,2024-10-07,04:41:00,Teléfono,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.83,positivo,4.5,Consulta de saldo,Resuelta,8,4
CONV-0049,1,2024-12-04,03:26:00,Teléfono,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.9,positivo,4.7,Consulta de saldo,Resuelta,14,4
CONV-0049,2,2024-12-04,03:28:00,Teléfono,"Sí, mis últimos 4 dígitos son 9750","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.9,positivo,4.3,Consulta de saldo,Resuelta,14,4
CONV-0049,3,2024-12-04,03:32:00,Teléfono,Mi fecha de nacimiento es 10/07/1978,"Perfecto, verificando información... Tu saldo disponible es $48,617.06 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.77,positivo,4.1,Consulta de saldo,Resuelta,14,4
CONV-0049,4,2024-12-04,03:35:00,Teléfono,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.73,positivo,3.8,Consulta de saldo,Resuelta,14,4
CONV-0050,1,2024-11-05,08:29:00,WhatsApp,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.99,positivo,4.0,Pago tarjeta de crédito,Resuelta,3,4
CONV-0050,2,2024-11-05,08:31:00,WhatsApp,Quiero pagar el total,"El saldo total de tu tarjeta es $38,302.00 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.76,positivo,4.7,Pago tarjeta de crédito,Resuelta,3,4
CONV-0050,3,2024-11-05,08:35:00,WhatsApp,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $61,083.92 MXN. Folio: BNR414566696. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.97,positivo,4.3,Pago tarjeta de crédito,Resuelta,3,4
CONV-0050,4,2024-11-05,08:38:00,WhatsApp,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.76,positivo,4.4,Pago tarjeta de crédito,Resuelta,3,4
CONV-0051,1,2024-12-05,23:55:00,Teléfono,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.79,positivo,4.6,Consulta de saldo,Resuelta,9,4
CONV-0051,2,2024-12-05,23:58:00,Teléfono,"Sí, mis últimos 4 dígitos son 3907","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.86,positivo,4.4,Consulta de saldo,Resuelta,9,4
CONV-0051,3,2024-12-05,23:59:00,Teléfono,Mi fecha de nacimiento es 10/11/1984,"Perfecto, verificando información... Tu saldo disponible es $88,565.19 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.87,positivo,4.0,Consulta de saldo,Resuelta,9,4
CONV-0051,4,2024-12-06,00:01:00,Teléfono,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.76,positivo,3.7,Consulta de saldo,Resuelta,9,4
CONV-0052,1,2024-12-13,06:35:00,App Móvil,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.99,positivo,4.0,Consulta de saldo,Resuelta,9,4
CONV-0052,2,2024-12-13,06:36:00,App Móvil,"Sí, mis últimos 4 dígitos son 8060","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.99,positivo,4.5,Consulta de saldo,Resuelta,9,4
CONV-0052,3,2024-12-13,06:37:00,App Móvil,Mi fecha de nacimiento es 25/06/1970,"Perfecto, verificando información... Tu saldo disponible es $25,532.26 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.96,positivo,4.6,Consulta de saldo,Resuelta,9,4
CONV-0052,4,2024-12-13,06:38:00,App Móvil,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.78,positivo,4.7,Consulta de saldo,Resuelta,9,4
CONV-0053,1,2024-10-15,15:29:00,Teléfono,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.81,positivo,4.2,Pago tarjeta de crédito,Resuelta,15,4
CONV-0053,2,2024-10-15,15:32:00,Teléfono,Quiero pagar el total,"El saldo total de tu tarjeta es $40,743.57 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.91,positivo,4.7,Pago tarjeta de crédito,Resuelta,15,4
CONV-0053,3,2024-10-15,15:35:00,Teléfono,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $100,716.31 MXN. Folio: BNR252909891. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.86,positivo,4.0,Pago tarjeta de crédito,Resuelta,15,4
CONV-0053,4,2024-10-15,15:38:00,Teléfono,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.82,positivo,3.9,Pago tarjeta de crédito,Resuelta,15,4
CONV-0054,1,2024-10-06,19:06:00,App Móvil,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.85,positivo,3.9,Pago tarjeta de crédito,Resuelta,11,5
CONV-0054,2,2024-10-06,19:07:00,App Móvil,Quiero pagar el total,"El saldo total de tu tarjeta es $17,936.49 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.8,positivo,4.6,Pago tarjeta de crédito,Resuelta,11,5
CONV-0054,3,2024-10-06,19:08:00,App Móvil,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $30,361.92 MXN. Folio: BNR700217426. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.76,positivo,4.7,Pago tarjeta de crédito,Resuelta,11,5
CONV-0054,4,2024-10-06,19:15:00,App Móvil,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.84,positivo,4.2,Pago tarjeta de crédito,Resuelta,11,5
CONV-0054,5,2024-10-06,19:14:00,App Móvil,"No, gracias",¡Con gusto! Que tengas excelente día. Recuerda que puedes pagar también desde Banorte Móvil. ¡Hasta luego!,Pago tarjeta de crédito,0.86,positivo,4.3,Pago tarjeta de crédito,Resuelta,11,5
CONV-0055,1,2024-10-25,19:09:00,WhatsApp,Tengo un cargo que no reconozco,Lamento el inconveniente. ¿Me puedes decir el monto del cargo y la fecha aproximada?,Aclaración de cargo,0.87,negativo,2.8,Aclaración de cargo,Resuelta,9,5
CONV-0055,2,2024-10-25,19:10:00,WhatsApp,"Es un cargo de $12,436 del 27/11/2024",Entiendo. Voy a revisar el detalle de ese movimiento. Un momento por favor...,Aclaración de cargo,0.77,negativo,2.9,Aclaración de cargo,Resuelta,9,5
CONV-0055,3,2024-10-25,19:13:00,WhatsApp,Encontré el cargo en tu cuenta. Aparece como WALMART. ¿Recuerdas haber comprado ahí?,"No, definitivamente no reconozco ese cargo",Aclaración de cargo,0.93,negativo,2.6,Aclaración de cargo,Resuelta,9,5
CONV-0055,4,2024-10-25,19:18:00,WhatsApp,Procederé a generar una aclaración formal. Folio: BNR409029918. El proceso tarda de 5 a 10 días hábiles.,¿Me harán un cargo temporal?,Aclaración de cargo,0.85,negativo,2.6,Aclaración de cargo,Resuelta,9,5
CONV-0055,5,2024-10-25,19:21:00,WhatsApp,"No, no se realizará ningún cargo temporal durante la investigación. Te notificaremos por SMS el resultado.",Muchas gracias,Aclaración de cargo,0.93,negativo,2.9,Aclaración de cargo,Resuelta,9,5
CONV-0056,1,2024-10-28,12:09:00,Teléfono,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.8,positivo,4.7,Transferencia realizada,Resuelta,3,5
CONV-0056,2,2024-10-28,12:10:00,Teléfono,"Quiero transferir $40,620 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.77,positivo,4.8,Transferencia realizada,Resuelta,3,5
CONV-0056,3,2024-10-28,12:13:00,Teléfono,La CLABE es 447650471580290904,"Gracias. Confirma: transferencia de $27,920 MXN a CLABE 525483744171581021. ¿Es correcto?",Transferencia realizada,0.87,positivo,5.0,Transferencia realizada,Resuelta,3,5
CONV-0056,4,2024-10-28,12:12:00,Teléfono,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR300841312. ¿Algo más?,Transferencia realizada,0.95,positivo,4.8,Transferencia realizada,Resuelta,3,5
CONV-0056,5,2024-10-28,12:17:00,Teléfono,"No, eso es todo",¡Perfecto! Tu operación fue completada. Recibirás una notificación de confirmación. ¡Hasta luego!,Transferencia realizada,0.92,positivo,4.6,Transferencia realizada,Resuelta,3,5
CONV-0057,1,2024-10-18,10:24:00,Web,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.98,positivo,3.8,Pago tarjeta de crédito,Resuelta,8,4
CONV-0057,2,2024-10-18,10:25:00,Web,Quiero pagar el total,"El saldo total de tu tarjeta es $79,483.93 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.96,positivo,3.8,Pago tarjeta de crédito,Resuelta,8,4
CONV-0057,3,2024-10-18,10:26:00,Web,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $60,261.35 MXN. Folio: BNR690694502. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.83,positivo,4.6,Pago tarjeta de crédito,Resuelta,8,4
CONV-0057,4,2024-10-18,10:30:00,Web,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.9,positivo,4.4,Pago tarjeta de crédito,Resuelta,8,4
CONV-0058,1,2024-12-03,00:42:00,Teléfono,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.73,positivo,3.7,Consulta de saldo,Resuelta,10,4
CONV-0058,2,2024-12-03,00:43:00,Teléfono,"Sí, mis últimos 4 dígitos son 3964","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.88,positivo,3.9,Consulta de saldo,Resuelta,10,4
CONV-0058,3,2024-12-03,00:48:00,Teléfono,Mi fecha de nacimiento es 23/10/1985,"Perfecto, verificando información... Tu saldo disponible es $106,714.00 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.88,positivo,4.0,Consulta de saldo,Resuelta,10,4
CONV-0058,4,2024-12-03,00:48:00,Teléfono,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.78,positivo,4.2,Consulta de saldo,Resuelta,10,4
CONV-0059,1,2024-12-28,03:14:00,Teléfono,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.96,positivo,4.9,Transferencia realizada,Resuelta,4,5
CONV-0059,2,2024-12-28,03:17:00,Teléfono,"Quiero transferir $5,790 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.79,positivo,4.5,Transferencia realizada,Resuelta,4,5
CONV-0059,3,2024-12-28,03:18:00,Teléfono,La CLABE es 973711222990775608,"Gracias. Confirma: transferencia de $27,772 MXN a CLABE 145768321021923785. ¿Es correcto?",Transferencia realizada,0.77,positivo,4.8,Transferencia realizada,Resuelta,4,5
CONV-0059,4,2024-12-28,03:20:00,Teléfono,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR444120916. ¿Algo más?,Transferencia realizada,0.97,positivo,4.1,Transferencia realizada,Resuelta,4,5
CONV-0059,5,2024-12-28,03:22:00,Teléfono,"No, eso es todo",¡Perfecto! Tu operación fue completada. Recibirás una notificación de confirmación. ¡Hasta luego!,Transferencia realizada,0.97,positivo,4.4,Transferencia realizada,Resuelta,4,5
CONV-0060,1,2024-12-12,06:22:00,WhatsApp,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.79,positivo,4.5,Transferencia realizada,Resuelta,5,4
CONV-0060,2,2024-12-12,06:24:00,WhatsApp,"Quiero transferir $20,622 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.95,positivo,4.6,Transferencia realizada,Resuelta,5,4
CONV-0060,3,2024-12-12,06:24:00,WhatsApp,La CLABE es 699673311677269608,"Gracias. Confirma: transferencia de $40,446 MXN a CLABE 935219626335564343. ¿Es correcto?",Transferencia realizada,0.89,positivo,4.2,Transferencia realizada,Resuelta,5,4
CONV-0060,4,2024-12-12,06:25:00,WhatsApp,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR348910141. ¿Algo más?,Transferencia realizada,0.93,positivo,4.5,Transferencia realizada,Resuelta,5,4
CONV-0061,1,2024-10-23,09:35:00,Teléfono,Tengo un cargo que no reconozco,Lamento el inconveniente. ¿Me puedes decir el monto del cargo y la fecha aproximada?,Aclaración de cargo,0.86,negativo,2.5,Aclaración de cargo,Resuelta,8,6
CONV-0061,2,2024-10-23,09:38:00,Teléfono,"Es un cargo de $33,074 del 10/11/2024",Entiendo. Voy a revisar el detalle de ese movimiento. Un momento por favor...,Aclaración de cargo,0.85,negativo,2.9,Aclaración de cargo,Resuelta,8,6
CONV-0061,3,2024-10-23,09:39:00,Teléfono,Encontré el cargo en tu cuenta. Aparece como AMAZON MX. ¿Recuerdas haber comprado ahí?,"No, definitivamente no reconozco ese cargo",Aclaración de cargo,0.83,negativo,3.2,Aclaración de cargo,Resuelta,8,6
CONV-0061,4,2024-10-23,09:38:00,Teléfono,Procederé a generar una aclaración formal. Folio: BNR818781178. El proceso tarda de 5 a 10 días hábiles.,¿Me harán un cargo temporal?,Aclaración de cargo,0.87,negativo,2.3,Aclaración de cargo,Resuelta,8,6
CONV-0061,5,2024-10-23,09:39:00,Teléfono,"No, no se realizará ningún cargo temporal durante la investigación. Te notificaremos por SMS el resultado.",Muchas gracias,Aclaración de cargo,0.91,negativo,3.2,Aclaración de cargo,Resuelta,8,6
CONV-0061,6,2024-10-23,09:40:00,Teléfono,¡Con gusto! Tu caso está en proceso. ¿Hay algo más en lo que pueda ayudarte?,"No, eso es todo",Aclaración de cargo,0.78,negativo,3.3,Aclaración de cargo,Resuelta,8,6
CONV-0062,1,2024-10-05,02:03:00,App Móvil,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.73,positivo,4.7,Consulta de saldo,Resuelta,4,4
CONV-0062,2,2024-10-05,02:04:00,App Móvil,"Sí, mis últimos 4 dígitos son 6619","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.72,positivo,4.3,Consulta de saldo,Resuelta,4,4
CONV-0062,3,2024-10-05,02:05:00,App Móvil,Mi fecha de nacimiento es 18/09/2000,"Perfecto, verificando información... Tu saldo disponible es $98,726.93 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.84,positivo,4.7,Consulta de saldo,Resuelta,4,4
CONV-0062,4,2024-10-05,02:06:00,App Móvil,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.81,positivo,4.2,Consulta de saldo,Resuelta,4,4
CONV-0063,1,2024-11-10,14:05:00,Web,Qué promociones tienen para el Buen Fin,"¡Hola! 🎉 Tenemos excelentes promociones para el Buen Fin. ¿Te interesa conocer meses sin intereses, cashback o descuentos en tiendas específicas?",Información de promociones Buen Fin,0.95,positivo,4.8,Información de promociones Buen Fin,Resuelta,15,4
CONV-0063,2,2024-11-10,14:08:00,Web,Meses sin intereses,"¡Perfecto! Con tu tarjeta Banorte tienes hasta 18 MSI en tiendas participantes como Liverpool, Palacio de Hierro, Coppel y más de 500 establecimientos.",Información de promociones Buen Fin,0.82,positivo,5.0,Información de promociones Buen Fin,Resuelta,15,4
CONV-0063,3,2024-11-10,14:11:00,Web,¿Aplica en Amazon?,"Sí, Amazon participa con hasta 12 MSI en compras mayores a $500 MXN. ¿Te gustaría ver el catálogo completo de participantes?",Información de promociones Buen Fin,0.82,positivo,4.5,Información de promociones Buen Fin,Resuelta,15,4
CONV-0063,4,2024-11-10,14:14:00,Web,Sí por favor,Aquí tienes el enlace: banorte.com/buenfin2024 📱 También puedes activar notificaciones en la app para no perderte ninguna oferta. ¿Algo más?,Información de promociones Buen Fin,0.8,positivo,5.0,Información de promociones Buen Fin,Resuelta,15,4
CONV-0064,1,2024-12-12,03:15:00,WhatsApp,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.91,positivo,4.6,Pago tarjeta de crédito,Resuelta,6,4
CONV-0064,2,2024-12-12,03:16:00,WhatsApp,Quiero pagar el total,"El saldo total de tu tarjeta es $36,894.00 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.74,positivo,4.5,Pago tarjeta de crédito,Resuelta,6,4
CONV-0064,3,2024-12-12,03:19:00,WhatsApp,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $70,081.75 MXN. Folio: BNR887497711. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.93,positivo,4.0,Pago tarjeta de crédito,Resuelta,6,4
CONV-0064,4,2024-12-12,03:21:00,WhatsApp,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.72,positivo,4.7,Pago tarjeta de crédito,Resuelta,6,4
CONV-0065,1,2024-10-04,02:20:00,Web,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.87,positivo,4.5,Consulta de saldo,Resuelta,14,4
CONV-0065,2,2024-10-04,02:21:00,Web,"Sí, mis últimos 4 dígitos son 5414","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.9,positivo,4.1,Consulta de saldo,Resuelta,14,4
CONV-0065,3,2024-10-04,02:22:00,Web,Mi fecha de nacimiento es 24/03/1986,"Perfecto, verificando información... Tu saldo disponible es $38,591.05 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.91,positivo,4.4,Consulta de saldo,Resuelta,14,4
CONV-0065,4,2024-10-04,02:29:00,Web,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.95,positivo,3.9,Consulta de saldo,Resuelta,14,4
CONV-0066,1,2024-10-02,05:13:00,App Móvil,Qué promociones tienen para el Buen Fin,"¡Hola! 🎉 Tenemos excelentes promociones para el Buen Fin. ¿Te interesa conocer meses sin intereses, cashback o descuentos en tiendas específicas?",Información de promociones Buen Fin,0.81,positivo,4.8,Información de promociones Buen Fin,Resuelta,14,4
CONV-0066,2,2024-10-02,05:14:00,App Móvil,Meses sin intereses,"¡Perfecto! Con tu tarjeta Banorte tienes hasta 18 MSI en tiendas participantes como Liverpool, Palacio de Hierro, Coppel y más de 500 establecimientos.",Información de promociones Buen Fin,0.76,positivo,4.3,Información de promociones Buen Fin,Resuelta,14,4
CONV-0066,3,2024-10-02,05:15:00,App Móvil,¿Aplica en Amazon?,"Sí, Amazon participa con hasta 12 MSI en compras mayores a $500 MXN. ¿Te gustaría ver el catálogo completo de participantes?",Información de promociones Buen Fin,0.86,positivo,5.0,Información de promociones Buen Fin,Resuelta,14,4
CONV-0066,4,2024-10-02,05:19:00,App Móvil,Sí por favor,Aquí tienes el enlace: banorte.com/buenfin2024 📱 También puedes activar notificaciones en la app para no perderte ninguna oferta. ¿Algo más?,Información de promociones Buen Fin,0.84,positivo,4.8,Información de promociones Buen Fin,Resuelta,14,4
CONV-0067,1,2024-11-21,18:48:00,WhatsApp,"Hola, quiero saber mi saldo",¡Hola! Con gusto te ayudo. ¿Me puedes proporcionar tu número de cliente o los últimos 4 dígitos de tu tarjeta?,Consulta de saldo,0.86,positivo,3.8,Consulta de saldo,Resuelta,10,4
CONV-0067,2,2024-11-21,18:51:00,WhatsApp,"Sí, mis últimos 4 dígitos son 2312","Gracias. Para confirmar tu identidad, ¿me puedes decir tu fecha de nacimiento?",Consulta de saldo,0.78,positivo,4.3,Consulta de saldo,Resuelta,10,4
CONV-0067,3,2024-11-21,18:50:00,WhatsApp,Mi fecha de nacimiento es 12/12/1999,"Perfecto, verificando información... Tu saldo disponible es $29,106.57 MXN. ¿Hay algo más en lo que pueda ayudarte?",Consulta de saldo,0.79,positivo,4.7,Consulta de saldo,Resuelta,10,4
CONV-0067,4,2024-11-21,18:51:00,WhatsApp,"No, muchas gracias",¡Con mucho gusto! Recuerda que puedes consultar tu saldo también desde la app Banorte Móvil. ¡Hasta luego!,Consulta de saldo,0.83,positivo,4.1,Consulta de saldo,Resuelta,10,4
CONV-0068,1,2024-10-02,11:48:00,App Móvil,Qué promociones tienen para el Buen Fin,"¡Hola! 🎉 Tenemos excelentes promociones para el Buen Fin. ¿Te interesa conocer meses sin intereses, cashback o descuentos en tiendas específicas?",Información de promociones Buen Fin,0.74,positivo,4.3,Información de promociones Buen Fin,Resuelta,8,4
CONV-0068,2,2024-10-02,11:49:00,App Móvil,Meses sin intereses,"¡Perfecto! Con tu tarjeta Banorte tienes hasta 18 MSI en tiendas participantes como Liverpool, Palacio de Hierro, Coppel y más de 500 establecimientos.",Información de promociones Buen Fin,0.96,positivo,4.5,Información de promociones Buen Fin,Resuelta,8,4
CONV-0068,3,2024-10-02,11:54:00,App Móvil,¿Aplica en Amazon?,"Sí, Amazon participa con hasta 12 MSI en compras mayores a $500 MXN. ¿Te gustaría ver el catálogo completo de participantes?",Información de promociones Buen Fin,0.88,positivo,5.0,Información de promociones Buen Fin,Resuelta,8,4
CONV-0068,4,2024-10-02,11:57:00,App Móvil,Sí por favor,Aquí tienes el enlace: banorte.com/buenfin2024 📱 También puedes activar notificaciones en la app para no perderte ninguna oferta. ¿Algo más?,Información de promociones Buen Fin,0.92,positivo,4.4,Información de promociones Buen Fin,Resuelta,8,4
CONV-0069,1,2024-11-23,15:46:00,App Móvil,Quiero hacer una transferencia,"Claro, puedo ayudarte con eso. ¿A qué banco deseas transferir y cuál es el monto?",Transferencia realizada,0.9,positivo,4.4,Transferencia realizada,Resuelta,5,4
CONV-0069,2,2024-11-23,15:49:00,App Móvil,"Quiero transferir $18,976 pesos a BBVA",Entendido. Para proceder necesito la CLABE interbancaria del destinatario de 18 dígitos.,Transferencia realizada,0.99,positivo,4.6,Transferencia realizada,Resuelta,5,4
CONV-0069,3,2024-11-23,15:48:00,App Móvil,La CLABE es 582543183281231239,"Gracias. Confirma: transferencia de $34,151 MXN a CLABE 472387508276817225. ¿Es correcto?",Transferencia realizada,0.87,positivo,4.4,Transferencia realizada,Resuelta,5,4
CONV-0069,4,2024-11-23,15:52:00,App Móvil,"Sí, es correcto",Procesando tu transferencia... ✅ Transferencia realizada exitosamente. Folio: BNR947559926. ¿Algo más?,Transferencia realizada,0.83,positivo,4.5,Transferencia realizada,Resuelta,5,4
CONV-0070,1,2024-12-03,07:10:00,Teléfono,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.92,positivo,4.7,Pago tarjeta de crédito,Resuelta,6,5
CONV-0070,2,2024-12-03,07:13:00,Teléfono,Quiero pagar el total,"El saldo total de tu tarjeta es $36,831.83 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.75,positivo,4.7,Pago tarjeta de crédito,Resuelta,6,5
CONV-0070,3,2024-12-03,07:16:00,Teléfono,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $23,940.58 MXN. Folio: BNR244562430. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.72,positivo,4.7,Pago tarjeta de crédito,Resuelta,6,5
CONV-0070,4,2024-12-03,07:19:00,Teléfono,¿Cuándo se ve reflejado?,El pago se refleja en un plazo de 24 a 48 horas hábiles. ¿Hay algo más en lo que pueda ayudarte?,Pago tarjeta de crédito,0.73,positivo,4.0,Pago tarjeta de crédito,Resuelta,6,5
CONV-0070,5,2024-12-03,07:14:00,Teléfono,"No, gracias",¡Con gusto! Que tengas excelente día. Recuerda que puedes pagar también desde Banorte Móvil. ¡Hasta luego!,Pago tarjeta de crédito,0.97,positivo,3.9,Pago tarjeta de crédito,Resuelta,6,5
CONV-0071,1,2024-12-06,01:34:00,App Móvil,Necesito pagar mi tarjeta de crédito,"Con gusto te ayudo. ¿Deseas pagar el mínimo, el total o un monto específico?",Pago tarjeta de crédito,0.94,positivo,4.6,Pago tarjeta de crédito,Resuelta,10,5
CONV-0071,2,2024-12-06,01:36:00,App Móvil,Quiero pagar el total,"El saldo total de tu tarjeta es $77,251.30 MXN. ¿Confirmas el pago completo desde tu cuenta de débito?",Pago tarjeta de crédito,0.97,positivo,4.7,Pago tarjeta de crédito,Resuelta,10,5
CONV-0071,3,2024-12-06,01:38:00,App Móvil,"Sí, confirmo","Procesando pago... ✅ Pago realizado por $88,283.75 MXN. Folio: BNR594717731. Tu saldo quedará en $0. ¿Algo más?",Pago tarjeta de crédito,0.95,positivo,4.6,Pago tarjeta de crédito,Resuelta,10,5
